time_ms,signal_0,signal_1,signal_2,signal_3,signal_4,signal_5,signal_6,signal_7,signal_8,signal_9
4856,3727.912109375,0.0,2057.0,3128.0,1016.0,0.2518557906150818,0.3357597589492798,0.3123844563961029,254.3408203125,0.0
4860,3727.912109375,0.0,1832.0,3212.0,1130.0,0.25181490182876587,0.3356530964374542,0.3125320076942444,254.515380859375,0.0
4864,3727.912109375,0.0,2214.0,3144.0,938.0,0.2517664134502411,0.33552470803260803,0.31270888447761536,254.724853515625,0.0
4868,3727.912109375,0.0,1811.0,3106.0,846.0,0.25171858072280884,0.33539584279060364,0.312885582447052,254.934326171875,0.0
4872,3727.912109375,0.0,1977.0,3136.0,1036.0,0.25167137384414673,0.33526650071144104,0.3130621314048767,255.143798828125,0.0
4876,3727.912109375,0.0,1862.0,3224.0,1148.0,0.25162482261657715,0.33513668179512024,0.3132384717464447,255.353271484375,0.0
4880,3727.912109375,0.0,2173.0,3150.0,954.0,0.2515789270401001,0.3350064158439636,0.31341466307640076,255.562744140625,0.0
4884,3727.912109375,0.0,1813.0,3113.0,862.0,0.2515336871147156,0.3348756432533264,0.3135907053947449,255.772216796875,0.0
4888,3727.912109375,0.0,1872.0,3224.0,1157.0,0.2514890730381012,0.3347444236278534,0.3137665092945099,255.981689453125,0.0
4892,3727.912109375,0.0,2147.0,3152.0,965.0,0.25144511461257935,0.33461272716522217,0.31394216418266296,256.191162109375,0.0
4896,3727.912109375,0.0,1817.0,3118.0,872.0,0.25140181183815,0.3344805836677551,0.3141176104545593,256.400634765625,0.0
4900,3727.912109375,0.0,1828.0,3141.0,1054.0,0.25135916471481323,0.3343479633331299,0.31429287791252136,256.610107421875,0.0
4904,3727.912109375,0.0,1855.0,3229.0,1174.0,0.2513171434402466,0.3342148959636688,0.3144679367542267,256.819580078125,0.0
4908,3727.912109375,0.0,2139.0,3160.0,978.0,0.25127580761909485,0.33408135175704956,0.31464284658432007,257.029052734375,0.0
4912,3727.912109375,0.0,1817.0,3128.0,895.0,0.25123509764671326,0.33394739031791687,0.31481751799583435,257.238525390625,0.0
4916,3727.912109375,0.0,1835.0,3233.0,1184.0,0.2511950433254242,0.333812952041626,0.3149920105934143,257.447998046875,0.0
4920,3727.912109375,0.0,2142.0,3160.0,992.0,0.25115564465522766,0.33367806673049927,0.31516629457473755,257.657470703125,0.0
4924,3727.912109375,0.0,1803.0,3126.0,900.0,0.25111690163612366,0.33354273438453674,0.3153403699398041,257.866943359375,0.0
4928,3727.912109375,0.0,1681.0,3149.0,1089.0,0.2510788142681122,0.3334069550037384,0.3155142366886139,258.076416015625,0.0
4932,3727.912109375,0.0,1745.0,3237.0,1197.0,0.25104135274887085,0.33327069878578186,0.31568795442581177,258.285888671875,0.0
4936,3727.912109375,0.0,2179.0,3166.0,1008.0,0.25100457668304443,0.3331340253353119,0.31586140394210815,258.495361328125,0.0
4940,3727.912109375,0.0,1766.0,3131.0,918.0,0.25096845626831055,0.3329969048500061,0.3160346448421478,258.704833984375,0.0
4944,3727.912109375,0.0,1674.0,3240.0,1209.0,0.2509329617023468,0.3328593671321869,0.3162076771259308,258.914306640625,0.0
4948,3727.912109375,0.0,2182.0,3164.0,1018.0,0.250898152589798,0.3327213525772095,0.31638050079345703,259.123779296875,0.0
4952,3727.912109375,0.0,1749.0,3136.0,933.0,0.2508639693260193,0.33258292078971863,0.3165530860424042,259.333251953125,0.0
4956,3727.912109375,0.0,1592.0,3152.0,1112.0,0.2508304715156555,0.33244404196739197,0.316725492477417,259.542724609375,0.0
4960,3727.912109375,0.0,1555.0,3248.0,1224.0,0.2507976293563843,0.3323047459125519,0.3168976604938507,259.752197265625,0.0
