time_ms,signal_0,signal_1,signal_2,signal_3,signal_4,signal_5,signal_6,signal_7,signal_8,signal_9
9311,3727.912109375,0.0,2623.0,856.0,1931.0,0.33960193395614624,0.3066331744194031,0.2537648677825928,487.62353515625,0.0
9315,3727.912109375,0.0,2625.0,860.0,1931.0,0.3395087718963623,0.30678409337997437,0.2537071108818054,487.798095703125,0.0
9319,3727.912109375,0.0,3499.0,811.0,1734.0,0.33939647674560547,0.3069652020931244,0.2536383271217346,488.007568359375,0.0
9323,3727.912109375,0.0,3693.0,763.0,1624.0,0.33928364515304565,0.30714619159698486,0.25357016921043396,488.217041015625,0.0
9327,3727.912109375,0.0,3090.0,813.0,1837.0,0.33917030692100525,0.3073270320892334,0.25350266695022583,488.426513671875,0.0
9331,3727.912109375,0.0,3571.0,805.0,1709.0,0.33905643224716187,0.30750781297683716,0.25343576073646545,488.635986328125,0.0
9335,3727.912109375,0.0,3778.0,772.0,1602.0,0.3389420509338379,0.30768847465515137,0.2533694803714752,488.845458984375,0.0
9339,3727.912109375,0.0,3094.0,814.0,1810.0,0.33882710337638855,0.3078690767288208,0.2533038258552551,489.054931640625,0.0
9343,3727.912109375,0.0,2651.0,890.0,1902.0,0.338711678981781,0.3080495595932007,0.2532387673854828,489.264404296875,0.0
9347,3727.912109375,0.0,3651.0,818.0,1688.0,0.3385957181453705,0.30822989344596863,0.25317439436912537,489.473876953125,0.0
9351,3727.912109375,0.0,3875.0,789.0,1580.0,0.33847925066947937,0.3084101676940918,0.2531105875968933,489.683349609375,0.0
9355,3727.912109375,0.0,3010.0,835.0,1796.0,0.33836227655410767,0.30859026312828064,0.2530474364757538,489.892822265625,0.0
9359,3727.912109375,0.0,3667.0,842.0,1684.0,0.338244765996933,0.3087702989578247,0.2529849112033844,490.102294921875,0.0
9363,3727.912109375,0.0,3881.0,804.0,1568.0,0.3381267786026001,0.30895018577575684,0.25292301177978516,490.311767578125,0.0
9367,3727.912109375,0.0,3050.0,837.0,1777.0,0.33800825476646423,0.3091299831867218,0.25286173820495605,490.521240234375,0.0
9371,3727.912109375,0.0,2647.0,903.0,1857.0,0.3378892242908478,0.3093096911907196,0.2528010904788971,490.730712890625,0.0
9375,3727.912109375,0.0,3635.0,843.0,1655.0,0.3377697169780731,0.3094891905784607,0.25274109840393066,490.940185546875,0.0
9379,3727.912109375,0.0,3891.0,822.0,1552.0,0.3376496732234955,0.309668630361557,0.252681702375412,491.149658203125,0.0
9383,3727.912109375,0.0,2709.0,937.0,1855.0,0.33752915263175964,0.309847891330719,0.2526229918003082,491.359130859375,0.0
9387,3727.912109375,0.0,3591.0,854.0,1640.0,0.3374080955982208,0.3100270628929138,0.25256484746932983,491.568603515625,0.0
9391,3727.912109375,0.0,3894.0,832.0,1531.0,0.3372865617275238,0.3102060556411743,0.25250738859176636,491.778076171875,0.0
