time_ms,signal_0,signal_1,signal_2,signal_3,signal_4,signal_5,signal_6,signal_7,signal_8,signal_9
4291,206.76922607421875,-3516.479248046875,3262.0,1482.0,1240.0,0.3149380385875702,0.3338547646999359,0.2512073218822479,13482.6171875,0.0
4295,204.74725341796875,-4043.945068359375,3078.0,1733.0,1035.0,0.3060188591480255,0.33997708559036255,0.2540040910243988,13493.0859375,0.0
4299,202.72528076171875,-4043.945068359375,2704.0,1962.0,678.0,0.2950787842273712,0.3455517292022705,0.25936946272850037,13505.6484375,0.0
4303,200.96702575683594,-3516.509765625,2512.0,2203.0,520.0,0.2843743562698364,0.3489453196525574,0.26668021082878113,13518.2109375,0.0
4307,199.8241729736328,-2285.70556640625,2486.0,2560.0,750.0,0.27441805601119995,0.3499954342842102,0.2755863070487976,13530.7734375,0.0
4311,198.6813201904297,-2285.70556640625,2848.0,2719.0,569.0,0.2656860947608948,0.34865161776542664,0.28566205501556396,13543.3359375,0.0
4315,196.74725341796875,-3868.13330078125,2028.0,2872.0,512.0,0.2585977017879486,0.34497836232185364,0.29642364382743835,13555.8984375,0.0
4319,193.93406677246094,-5626.373046875,1784.0,3085.0,845.0,0.25349166989326477,0.3391515612602234,0.30735644698143005,13568.4609375,0.0
4323,191.2967071533203,-5274.71875,1843.0,3273.0,1144.0,0.25061243772506714,0.3314501643180847,0.31793704628944397,13581.0234375,0.0
4327,189.8022003173828,-2989.013427734375,2117.0,3223.0,1223.0,0.2500978708267212,0.32224294543266296,0.3276588022708893,13593.5859375,0.0
4331,188.6593475341797,-2285.70556640625,1825.0,3199.0,1391.0,0.25197282433509827,0.3119700253009796,0.33605679869651794,13606.1484375,0.0
4335,186.72528076171875,-3868.13330078125,1095.0,3224.0,1924.0,0.25614726543426514,0.301124632358551,0.34272778034210205,13618.7109375,0.0
4339,183.91209411621094,-5626.373046875,1834.0,3022.0,2006.0,0.2624213695526123,0.29022541642189026,0.3473529517650604,13631.2734375,0.0
4343,181.45054626464844,-4923.095703125,1686.0,2776.0,2248.0,0.2704947292804718,0.27979418635368347,0.3497108519077301,13643.8359375,0.0
4347,180.3076934814453,-2285.70556640625,1164.0,2521.0,2744.0,0.27998149394989014,0.2703298032283783,0.3496885597705841,13656.3984375,0.0
4351,179.6923065185547,-1230.77392578125,834.0,2338.0,2997.0,0.2904261350631714,0.2622867226600647,0.34728705883026123,13668.9609375,0.0
4355,178.2857208251953,-2813.171142578125,1875.0,2056.0,2912.0,0.3013291656970978,0.25604933500289917,0.34262150526046753,13681.5234375,0.0
