time_ms,signal_0,signal_1,signal_2,signal_3,signal_4,signal_5,signal_6,signal_7,signal_8,signal_9
4146,201.14285278320312,-11956.0537109375,2843.0,2641.0,586.0,0.262231707572937,0.347260057926178,0.290509968996048,43429.05859375,0.0
4150,196.13186645507812,-10021.97265625,1847.0,3024.0,749.0,0.2502758204936981,0.32940518856048584,0.3203212320804596,43463.98046875,0.0
4154,190.41758728027344,-11428.5576171875,1474.0,3138.0,1774.0,0.25949162244796753,0.29487237334251404,0.34563785791397095,43505.88671875,0.0
4158,183.64834594726562,-13538.482421875,810.0,2720.0,2676.0,0.2894276976585388,0.26296481490135193,0.34760797023773193,43547.79296875,0.0
4162,176.5274658203125,-14241.759765625,1952.0,1664.0,3058.0,0.324771523475647,0.2500007152557373,0.32522666454315186,43589.69921875,0.0
4166,171.1648406982422,-10725.25,3060.0,770.0,2870.0,0.34744569659233093,0.2626132071018219,0.28993895649909973,43631.60546875,0.0
4170,166.24176025390625,-9846.16015625,3228.0,640.0,2481.0,0.34584879875183105,0.2943490147590637,0.25980010628700256,43673.51171875,0.0
4174,160.26373291015625,-11956.0537109375,2804.0,1052.0,1744.0,0.3208002746105194,0.3289753198623657,0.25022345781326294,43715.41796875,0.0
4178,153.3186798095703,-13890.10546875,3043.0,1887.0,640.0,0.2851124703884125,0.3487807512283325,0.266107439994812,43757.32421875,0.0
4182,146.72528076171875,-13186.7978515625,2112.0,2828.0,730.0,0.25703802704811096,0.34363341331481934,0.2993305027484894,43799.23046875,0.0
4186,141.36264038085938,-10725.2802734375,1294.0,3253.0,1373.0,0.25094151496887207,0.3161669671535492,0.3328937590122223,43841.13671875,0.0
4190,136.08790588378906,-10549.46875,1836.0,2970.0,1986.0,0.2699383497238159,0.2804311215877533,0.3496319055557251,43883.04296875,0.0
4194,130.02197265625,-12131.8662109375,1676.0,2264.0,2670.0,0.3043147325515747,0.25470343232154846,0.3409816026687622,43924.94921875,0.0
4198,123.16483306884766,-13714.2783203125,2087.0,1260.0,3272.0,0.3364816904067993,0.25214773416519165,0.3113689124584198,43966.85546875,0.0
4202,117.010986328125,-12307.693359375,1736.0,736.0,3032.0,0.34998831152915955,0.2740683853626251,0.27594104409217834,44008.76171875,0.0
4206,111.29669952392578,-11428.5732421875,3656.0,649.0,1933.0,0.3379259705543518,0.3092530369758606,0.2528192698955536,44050.66796875,0.0
4210,105.75823974609375,-11076.9189453125,3171.0,1394.0,1228.0,0.30646148324012756,0.3397066295146942,0.2538315951824188,44092.57421875,0.0
